### audit_work/latency_log_correlations_current.txt
{"timestamp": "2026-08-25T19:20:49+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=35e1859a-ef98-405d-aad4-b6bedcfe6a28 stage=cache_check status=cached duration_ms=14.70"}
{"timestamp": "2026-08-25T19:20:50+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=8a6ea10c-d5b4-420e-a766-969bc9e1246c stage=cache_check status=success duration_ms=1017.49"}
{"timestamp": "2026-08-25T19:20:50+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=8a6ea10c-d5b4-420e-a766-969bc9e1246c stage=request_state status=success duration_ms=0.51"}
{"timestamp": "2026-08-25T19:20:50+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=8a6ea10c-d5b4-420e-a766-969bc9e1246c stage=input_guardrails status=success duration_ms=2.89"}
{"timestamp": "2026-08-25T19:20:50+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=8a6ea10c-d5b4-420e-a766-969bc9e1246c stage=circuit_breaker status=success duration_ms=0.11"}
{"timestamp": "2026-08-25T19:20:50+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=8a6ea10c-d5b4-420e-a766-969bc9e1246c stage=doctrine_cache status=success duration_ms=0.01"}
{"timestamp": "2026-08-25T19:20:50+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=8a6ea10c-d5b4-420e-a766-969bc9e1246c stage=casual_short_circuit status=success duration_ms=0.01"}
{"timestamp": "2026-08-25T19:20:50+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=8a6ea10c-d5b4-420e-a766-969bc9e1246c stage=distress_detection status=success duration_ms=0.50"}
{"timestamp": "2026-08-25T19:20:50+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=8a6ea10c-d5b4-420e-a766-969bc9e1246c stage=bounded_comparison_short_circuit status=success duration_ms=0.02"}
{"timestamp": "2026-08-25T19:20:50+0000", "level": "INFO", "logger": "app.pipeline.stages.graph_stage", "message": "GRAPH_ROUTING_TIMING trace_id=8a6ea10c-d5b4-420e-a766-969bc9e1246c phase=on_device_intent duration_ms=0.4"}
{"timestamp": "2026-08-25T19:20:50+0000", "level": "INFO", "logger": "rag.nodes.retrieval", "message": "RETRIEVAL_STAGE_TIMING trace_id=unknown query_tier=tier2_simple stages={'prepare_ms': 4.4, 'encode_ms': 0.2, 'primary_retrieval_ms': 19.5, 'bm25_wait_ms': 0.0, 'expansion_planner_wait_ms': 0.0, 'total_logged_ms': 38.1}"}
{"timestamp": "2026-08-25T19:20:56+0000", "level": "INFO", "logger": "app.pipeline.stages.graph_stage", "message": "GRAPH_ROUTING_TIMING trace_id=8a6ea10c-d5b4-420e-a766-969bc9e1246c phase=graph_invoke variant=fast duration_ms=5684.9"}
{"timestamp": "2026-08-25T19:20:56+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=8a6ea10c-d5b4-420e-a766-969bc9e1246c stage=langgraph status=success duration_ms=5689.12"}
{"timestamp": "2026-08-25T19:20:56+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=8a6ea10c-d5b4-420e-a766-969bc9e1246c stage=meditation_gen status=success duration_ms=0.03"}
{"timestamp": "2026-08-25T19:20:56+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=8a6ea10c-d5b4-420e-a766-969bc9e1246c stage=translation status=success duration_ms=0.02"}
{"timestamp": "2026-08-25T19:20:56+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=8a6ea10c-d5b4-420e-a766-969bc9e1246c stage=tone_adapter status=success duration_ms=0.01"}
{"timestamp": "2026-08-25T19:20:56+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=8a6ea10c-d5b4-420e-a766-969bc9e1246c stage=output_guardrails status=success duration_ms=0.39"}
{"timestamp": "2026-08-25T19:20:56+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=8a6ea10c-d5b4-420e-a766-969bc9e1246c stage=memory_save status=success duration_ms=0.03"}
{"timestamp": "2026-08-25T19:20:56+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=8a6ea10c-d5b4-420e-a766-969bc9e1246c stage=cache_update status=success duration_ms=0.05"}
{"timestamp": "2026-08-25T19:20:56+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=8a6ea10c-d5b4-420e-a766-969bc9e1246c stage=result_assembly status=success duration_ms=1.47"}
{"timestamp": "2026-08-25T19:20:56+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=79e790cf-9f39-46d5-b8b2-18e3a338c856 stage=cache_check status=cached duration_ms=11.11"}
{"timestamp": "2026-08-25T19:20:57+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=a4e094bd-1c03-4bdd-9e28-58677fcada1e stage=cache_check status=success duration_ms=138.05"}
{"timestamp": "2026-08-25T19:20:57+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=a4e094bd-1c03-4bdd-9e28-58677fcada1e stage=request_state status=success duration_ms=0.16"}
{"timestamp": "2026-08-25T19:20:57+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=a4e094bd-1c03-4bdd-9e28-58677fcada1e stage=input_guardrails status=success duration_ms=54.17"}
{"timestamp": "2026-08-25T19:20:57+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=a4e094bd-1c03-4bdd-9e28-58677fcada1e stage=circuit_breaker status=success duration_ms=0.03"}
{"timestamp": "2026-08-25T19:20:57+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=a4e094bd-1c03-4bdd-9e28-58677fcada1e stage=doctrine_cache status=success duration_ms=0.01"}
{"timestamp": "2026-08-25T19:20:57+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=a4e094bd-1c03-4bdd-9e28-58677fcada1e stage=casual_short_circuit status=success duration_ms=0.00"}
{"timestamp": "2026-08-25T19:20:57+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=a4e094bd-1c03-4bdd-9e28-58677fcada1e stage=distress_detection status=success duration_ms=0.16"}
{"timestamp": "2026-08-25T19:20:57+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=a4e094bd-1c03-4bdd-9e28-58677fcada1e stage=bounded_comparison_short_circuit status=success duration_ms=0.01"}
{"timestamp": "2026-08-25T19:20:57+0000", "level": "INFO", "logger": "app.pipeline.stages.graph_stage", "message": "GRAPH_ROUTING_TIMING trace_id=a4e094bd-1c03-4bdd-9e28-58677fcada1e phase=on_device_intent duration_ms=96.8"}
{"timestamp": "2026-08-25T19:21:10+0000", "level": "INFO", "logger": "rag.nodes.retrieval", "message": "RETRIEVAL_STAGE_TIMING trace_id=unknown query_tier=tier3_complex stages={'prepare_ms': 10.9, 'encode_ms': 1176.7, 'primary_retrieval_ms': 20.1, 'bm25_wait_ms': 0.0, 'expansion_planner_wait_ms': 0.0, 'total_logged_ms': 1381.7}"}
{"timestamp": "2026-08-25T19:21:19+0000", "level": "INFO", "logger": "rag.nodes.retrieval", "message": "RETRIEVAL_STAGE_TIMING trace_id=unknown query_tier=tier3_complex stages={'prepare_ms': 30.4, 'encode_ms': 7.4, 'primary_retrieval_ms': 27.1, 'bm25_wait_ms': 0.0, 'expansion_planner_wait_ms': 620.0, 'total_logged_ms': 737.5}"}
{"timestamp": "2026-08-25T19:21:29+0000", "level": "INFO", "logger": "rag.nodes.retrieval", "message": "RETRIEVAL_STAGE_TIMING trace_id=unknown query_tier=tier3_complex stages={'prepare_ms': 26.3, 'encode_ms': 2.7, 'primary_retrieval_ms': 17.7, 'bm25_wait_ms': 0.0, 'expansion_planner_wait_ms': 635.3, 'total_logged_ms': 715.4}"}
{"timestamp": "2026-08-25T19:21:34+0000", "level": "INFO", "logger": "app.pipeline.stages.graph_stage", "message": "GRAPH_ROUTING_TIMING trace_id=a4e094bd-1c03-4bdd-9e28-58677fcada1e phase=graph_invoke variant=standard duration_ms=37750.2"}
{"timestamp": "2026-08-25T19:21:34+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=a4e094bd-1c03-4bdd-9e28-58677fcada1e stage=langgraph status=success duration_ms=37849.52"}
{"timestamp": "2026-08-25T19:21:34+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=a4e094bd-1c03-4bdd-9e28-58677fcada1e stage=meditation_gen status=success duration_ms=0.03"}
{"timestamp": "2026-08-25T19:21:34+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=a4e094bd-1c03-4bdd-9e28-58677fcada1e stage=translation status=success duration_ms=1.37"}
{"timestamp": "2026-08-25T19:21:34+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=a4e094bd-1c03-4bdd-9e28-58677fcada1e stage=tone_adapter status=success duration_ms=0.01"}
{"timestamp": "2026-08-25T19:21:34+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=a4e094bd-1c03-4bdd-9e28-58677fcada1e stage=output_guardrails status=success duration_ms=0.21"}
{"timestamp": "2026-08-25T19:21:34+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=a4e094bd-1c03-4bdd-9e28-58677fcada1e stage=memory_save status=success duration_ms=0.04"}
{"timestamp": "2026-08-25T19:21:34+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=a4e094bd-1c03-4bdd-9e28-58677fcada1e stage=cache_update status=success duration_ms=0.06"}
{"timestamp": "2026-08-25T19:21:34+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=a4e094bd-1c03-4bdd-9e28-58677fcada1e stage=result_assembly status=success duration_ms=0.96"}
### audit_work/cross_tier_log_correlation_latest.txt
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:11+0000", "level": "INFO", "logger": "rag.nodes.retrieval", "message": "RETRIEVAL_STAGE_TIMING trace_id=unknown query_tier=tier3_complex stages={'prepare_ms': 2.3, 'encode_ms': 0.6, 'primary_retrieval_ms': 49.0, 'bm25_wait_ms': 0.0, 'expansion_planner_wait_ms': 620.8, 'total_logged_ms': 745.3}"}
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:18+0000", "level": "INFO", "logger": "rag.nodes.retrieval", "message": "RETRIEVAL_STAGE_TIMING trace_id=unknown query_tier=tier3_complex stages={'prepare_ms': 40.0, 'encode_ms': 1.8, 'primary_retrieval_ms': 38.6, 'bm25_wait_ms': 0.0, 'expansion_planner_wait_ms': 1204.7, 'total_logged_ms': 2273.8}"}
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:19+0000", "level": "INFO", "logger": "app.pipeline.stages.graph_stage", "message": "GRAPH_ROUTING_TIMING trace_id=9d7babab-9b5d-45b3-b2b0-dc3ccbf2132a phase=graph_invoke variant=standard duration_ms=10897.8"}
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:19+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=9d7babab-9b5d-45b3-b2b0-dc3ccbf2132a stage=langgraph status=success duration_ms=11024.15"}
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:19+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=9d7babab-9b5d-45b3-b2b0-dc3ccbf2132a stage=meditation_gen status=success duration_ms=0.00"}
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:19+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=9d7babab-9b5d-45b3-b2b0-dc3ccbf2132a stage=translation status=success duration_ms=0.42"}
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:19+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=9d7babab-9b5d-45b3-b2b0-dc3ccbf2132a stage=tone_adapter status=success duration_ms=0.00"}
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:19+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=9d7babab-9b5d-45b3-b2b0-dc3ccbf2132a stage=output_guardrails status=success duration_ms=0.06"}
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:19+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=9d7babab-9b5d-45b3-b2b0-dc3ccbf2132a stage=memory_save status=success duration_ms=0.01"}
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:19+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=9d7babab-9b5d-45b3-b2b0-dc3ccbf2132a stage=cache_update status=success duration_ms=0.04"}
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:19+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=9d7babab-9b5d-45b3-b2b0-dc3ccbf2132a stage=result_assembly status=success duration_ms=0.38"}
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:20+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=b099ddb4-a64e-4243-9f6f-ddb57710c757 stage=cache_check status=success duration_ms=331.96"}
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:20+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=b099ddb4-a64e-4243-9f6f-ddb57710c757 stage=request_state status=success duration_ms=0.26"}
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:20+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=b099ddb4-a64e-4243-9f6f-ddb57710c757 stage=input_guardrails status=success duration_ms=0.33"}
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:20+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=b099ddb4-a64e-4243-9f6f-ddb57710c757 stage=circuit_breaker status=success duration_ms=0.03"}
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:20+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=b099ddb4-a64e-4243-9f6f-ddb57710c757 stage=doctrine_cache status=success duration_ms=0.00"}
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:20+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=b099ddb4-a64e-4243-9f6f-ddb57710c757 stage=casual_short_circuit status=success duration_ms=0.01"}
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:20+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=b099ddb4-a64e-4243-9f6f-ddb57710c757 stage=distress_detection status=success duration_ms=0.17"}
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:20+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=b099ddb4-a64e-4243-9f6f-ddb57710c757 stage=bounded_comparison_short_circuit status=success duration_ms=0.00"}
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:20+0000", "level": "INFO", "logger": "app.pipeline.stages.graph_stage", "message": "GRAPH_ROUTING_TIMING trace_id=b099ddb4-a64e-4243-9f6f-ddb57710c757 phase=on_device_intent duration_ms=86.6"}
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:25+0000", "level": "INFO", "logger": "rag.nodes.retrieval", "message": "RETRIEVAL_STAGE_TIMING trace_id=unknown query_tier=tier3_complex stages={'prepare_ms': 4.2, 'encode_ms': 393.2, 'primary_retrieval_ms': 23.9, 'bm25_wait_ms': 0.0, 'expansion_planner_wait_ms': 795.6, 'total_logged_ms': 1417.4}"}
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:32+0000", "level": "INFO", "logger": "rag.nodes.retrieval", "message": "RETRIEVAL_STAGE_TIMING trace_id=unknown query_tier=tier3_complex stages={'prepare_ms': 46.6, 'encode_ms': 2.2, 'primary_retrieval_ms': 23.6, 'bm25_wait_ms': 0.0, 'expansion_planner_wait_ms': 915.5, 'total_logged_ms': 2198.2}"}
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:33+0000", "level": "INFO", "logger": "app.pipeline.stages.graph_stage", "message": "GRAPH_ROUTING_TIMING trace_id=b099ddb4-a64e-4243-9f6f-ddb57710c757 phase=graph_invoke variant=standard duration_ms=13002.2"}
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:33+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=b099ddb4-a64e-4243-9f6f-ddb57710c757 stage=langgraph status=success duration_ms=13091.07"}
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:33+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=b099ddb4-a64e-4243-9f6f-ddb57710c757 stage=meditation_gen status=success duration_ms=0.00"}
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:33+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=b099ddb4-a64e-4243-9f6f-ddb57710c757 stage=translation status=success duration_ms=0.63"}
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:33+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=b099ddb4-a64e-4243-9f6f-ddb57710c757 stage=tone_adapter status=success duration_ms=0.00"}
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:33+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=b099ddb4-a64e-4243-9f6f-ddb57710c757 stage=output_guardrails status=success duration_ms=0.06"}
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:33+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=b099ddb4-a64e-4243-9f6f-ddb57710c757 stage=memory_save status=success duration_ms=0.01"}
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:33+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=b099ddb4-a64e-4243-9f6f-ddb57710c757 stage=cache_update status=success duration_ms=0.04"}
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:33+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=b099ddb4-a64e-4243-9f6f-ddb57710c757 stage=result_assembly status=success duration_ms=0.44"}
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:33+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=66f26e95-31fb-4c33-8e1d-3f255ec2aef6 stage=cache_check status=success duration_ms=240.94"}
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:33+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=66f26e95-31fb-4c33-8e1d-3f255ec2aef6 stage=request_state status=success duration_ms=0.35"}
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:33+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=66f26e95-31fb-4c33-8e1d-3f255ec2aef6 stage=input_guardrails status=success duration_ms=0.31"}
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:33+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=66f26e95-31fb-4c33-8e1d-3f255ec2aef6 stage=circuit_breaker status=success duration_ms=0.02"}
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:33+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=66f26e95-31fb-4c33-8e1d-3f255ec2aef6 stage=doctrine_cache status=success duration_ms=0.00"}
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:33+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=66f26e95-31fb-4c33-8e1d-3f255ec2aef6 stage=casual_short_circuit status=success duration_ms=0.01"}
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:33+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=66f26e95-31fb-4c33-8e1d-3f255ec2aef6 stage=distress_detection status=success duration_ms=0.08"}
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:33+0000", "level": "INFO", "logger": "app.pipeline.stages.stage_runner", "message": "PIPELINE_STAGE_TIMING trace_id=66f26e95-31fb-4c33-8e1d-3f255ec2aef6 stage=bounded_comparison_short_circuit status=success duration_ms=0.00"}
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:33+0000", "level": "INFO", "logger": "app.pipeline.stages.graph_stage", "message": "GRAPH_ROUTING_TIMING trace_id=66f26e95-31fb-4c33-8e1d-3f255ec2aef6 phase=on_device_intent duration_ms=102.1"}
mukthiguru-backend  | {"timestamp": "2026-08-26T03:54:37+0000", "level": "INFO", "logger": "rag.nodes.retrieval", "message": "RETRIEVAL_STAGE_TIMING trace_id=unknown query_tier=tier3_complex stages={'prepare_ms': 7.4, 'encode_ms': 741.7, 'primary_retrieval_ms': 16.7, 'bm25_wait_ms': 0.0, 'expansion_planner_wait_ms': 306.6, 'total_logged_ms': 1366.2}"}
